donation_id,company_id,company_name,candidate_name,race,party,state,amount,year(raw),year,house,senate,dem,rep,northeast,midwest,south,west,is_after_2016
1136,C00428623,Google Inc,"Levin, Sander",House,D,MI,2000,2018,8,1,0,1,0,0,1,0,0,1
1137,C00428623,Google Inc,"Lewis, Jason",House,R,MN,2000,2018,8,1,0,0,1,0,1,0,0,1
1138,C00428623,Google Inc,"Lewis, John",House,D,GA,3000,2018,8,1,0,1,0,0,0,1,0,1
1139,C00428623,Google Inc,"Lieu, Ted",House,D,CA,6500,2018,8,1,0,1,0,0,0,0,1,1
1140,C00428623,Google Inc,"Lipinski, Daniel",House,D,IL,1000,2018,8,1,0,1,0,0,1,0,0,1
1141,C00428623,Google Inc,"LoBiondo, Frank",House,R,NJ,1000,2018,8,1,0,0,1,1,0,0,0,1
1142,C00428623,Google Inc,"Loebsack, David",House,D,IA,4000,2018,8,1,0,1,0,0,1,0,0,1
1143,C00428623,Google Inc,"Lofgren, Zoe",House,D,CA,10000,2018,8,1,0,1,0,0,0,0,1,1
1144,C00428623,Google Inc,"Long, Billy",House,R,MO,2500,2018,8,1,0,0,1,0,1,0,0,1
1145,C00428623,Google Inc,"Loudermilk, Barry",House,R,GA,2000,2018,8,1,0,0,1,0,0,1,0,1
1146,C00428623,Google Inc,"Love, Mia",House,R,UT,2000,2018,8,1,0,0,1,0,0,0,1,1
1147,C00428623,Google Inc,"Lowey, Nita M",House,D,NY,2000,2018,8,1,0,1,0,1,0,0,0,1
1148,C00428623,Google Inc,"Lucas, Frank D",House,R,OK,3000,2018,8,1,0,0,1,0,0,1,0,1
1149,C00428623,Google Inc,"Lujan, Ben Ray",House,D,NM,5000,2018,8,1,0,1,0,0,0,0,1,1
1150,C00428623,Google Inc,"Maloney, Sean Patrick",House,D,NY,3000,2018,8,1,0,1,0,1,0,0,0,1
1151,C00428623,Google Inc,"Marchant, Kenny",House,R,TX,2000,2018,8,1,0,0,1,0,0,1,0,1
1152,C00428623,Google Inc,"Marino, Tom",House,R,PA,2000,2018,8,1,0,0,1,1,0,0,0,1
1153,C00428623,Google Inc,"Massie, Thomas",House,R,KY,2000,2018,8,1,0,0,1,0,0,1,0,1
1154,C00428623,Google Inc,"Mast, Brian",House,R,FL,4000,2018,8,1,0,0,1,0,0,1,0,1
1155,C00428623,Google Inc,"Matsui, Doris",House,D,CA,7000,2018,8,1,0,1,0,0,0,0,1,1
1156,C00428623,Google Inc,"McCarthy, Kevin",House,R,CA,10000,2018,8,1,0,0,1,0,0,0,1,1
1157,C00428623,Google Inc,"McCaul, Michael",House,R,TX,10000,2018,8,1,0,0,1,0,0,1,0,1
1158,C00428623,Google Inc,"McCollum, Betty",House,D,MN,2000,2018,8,1,0,1,0,0,1,0,0,1
1159,C00428623,Google Inc,"McEachin, Donald",House,D,VA,2000,2018,8,1,0,1,0,0,0,1,0,1
1160,C00428623,Google Inc,"McGovern, James P",House,D,MA,3000,2018,8,1,0,1,0,1,0,0,0,1
1161,C00428623,Google Inc,"McHenry, Patrick",House,R,NC,10000,2018,8,1,0,0,1,0,0,1,0,1
1162,C00428623,Google Inc,"McKinley, David",House,R,WV,2000,2018,8,1,0,0,1,0,0,1,0,1
1163,C00428623,Google Inc,"McNerney, Jerry",House,D,CA,4000,2018,8,1,0,1,0,0,0,0,1,1
1164,C00428623,Google Inc,"Meadows, Mark",House,R,NC,2000,2018,8,1,0,0,1,0,0,1,0,1
1165,C00428623,Google Inc,"Meeks, Gregory W",House,D,NY,2000,2018,8,1,0,1,0,1,0,0,0,1
1166,C00428623,Google Inc,"Meng, Grace",House,D,NY,3000,2018,8,1,0,1,0,1,0,0,0,1
1167,C00428623,Google Inc,"Moore, Gwen",House,D,WI,2000,2018,8,1,0,1,0,0,1,0,0,1
1168,C00428623,Google Inc,"Moulton, Seth",House,D,MA,2000,2018,8,1,0,1,0,1,0,0,0,1
1169,C00428623,Google Inc,"Mullin, Markwayne",House,R,OK,5000,2018,8,1,0,0,1,0,0,1,0,1
1170,C00428623,Google Inc,"Murphy, Stephanie",House,D,FL,3000,2018,8,1,0,1,0,0,0,1,0,1
1171,C00428623,Google Inc,"Nadler, Jerrold",House,D,NY,10000,2018,8,1,0,1,0,1,0,0,0,1
1172,C00428623,Google Inc,"Napolitano, Grace",House,D,CA,1000,2018,8,1,0,1,0,0,0,0,1,1
1173,C00428623,Google Inc,"Neal, Richard E",House,D,MA,7000,2018,8,1,0,1,0,1,0,0,0,1
1174,C00428623,Google Inc,"Nolan, Rick",House,D,MN,1000,2018,8,1,0,1,0,0,1,0,0,1
1175,C00428623,Google Inc,"O'Halleran, Tom",House,D,AZ,1000,2018,8,1,0,1,0,0,0,0,1,1
1176,C00428623,Google Inc,"Olson, Pete",House,R,TX,2000,2018,8,1,0,0,1,0,0,1,0,1
1177,C00428623,Google Inc,"Pallone, Frank Jr",House,D,NJ,10000,2018,8,1,0,1,0,1,0,0,0,1
1178,C00428623,Google Inc,"Panetta, Jimmy",House,D,CA,3000,2018,8,1,0,1,0,0,0,0,1,1
1179,C00428623,Google Inc,"Pascrell, Bill Jr",House,D,NJ,4000,2018,8,1,0,1,0,1,0,0,0,1
1180,C00428623,Google Inc,"Paulsen, Erik",House,R,MN,10000,2018,8,1,0,0,1,0,1,0,0,1
1181,C00428623,Google Inc,"Pelosi, Nancy",House,D,CA,10000,2018,8,1,0,1,0,0,0,0,1,1
1182,C00428623,Google Inc,"Perlmutter, Ed",House,D,CO,2000,2018,8,1,0,1,0,0,0,0,1,1
1183,C00428623,Google Inc,"Perry, Scott",House,R,PA,2000,2018,8,1,0,0,1,1,0,0,0,1
1184,C00428623,Google Inc,"Peters, Scott",House,D,CA,5000,2018,8,1,0,1,0,0,0,0,1,1
1185,C00428623,Google Inc,"Pocan, Mark",House,D,WI,2000,2018,8,1,0,1,0,0,1,0,0,1
1186,C00428623,Google Inc,"Poliquin, Bruce",House,R,ME,4000,2018,8,1,0,0,1,1,0,0,0,1
1187,C00428623,Google Inc,"Quigley, Mike",House,D,IL,2000,2018,8,1,0,1,0,0,1,0,0,1
1188,C00428623,Google Inc,"Raskin, Jamie",House,D,MD,4000,2018,8,1,0,1,0,0,0,1,0,1
1189,C00428623,Google Inc,"Ratcliffe, John Lee",House,R,TX,2000,2018,8,1,0,0,1,0,0,1,0,1
1190,C00428623,Google Inc,"Reed, Tom",House,R,NY,3000,2018,8,1,0,0,1,1,0,0,0,1
1191,C00428623,Google Inc,"Rice, Kathleen",House,D,NY,1000,2018,8,1,0,1,0,1,0,0,0,1
1192,C00428623,Google Inc,"Rice, Tom",House,R,SC,2000,2018,8,1,0,0,1,0,0,1,0,1
1193,C00428623,Google Inc,"Richmond, Cedric",House,D,LA,5000,2018,8,1,0,1,0,0,0,1,0,1
1194,C00428623,Google Inc,"Roby, Martha",House,R,AL,2000,2018,8,1,0,0,1,0,0,1,0,1
1195,C00428623,Google Inc,"Rochester, Lisa Blunt",House,D,DE,2000,2018,8,1,0,1,0,0,0,1,0,1
1196,C00428623,Google Inc,"Rodgers, Cathy McMorris",House,R,WA,10000,2018,8,1,0,0,1,0,0,0,1,1
1197,C00428623,Google Inc,"Roskam, Peter",House,R,IL,10000,2018,8,1,0,0,1,0,1,0,0,1
1198,C00428623,Google Inc,"Rothfus, Keith J",House,R,PA,5000,2018,8,1,0,0,1,1,0,0,0,1
1199,C00428623,Google Inc,"Rouzer, David",House,R,NC,2000,2018,8,1,0,0,1,0,0,1,0,1
1200,C00428623,Google Inc,"Roybal-Allard, Lucille",House,D,CA,1000,2018,8,1,0,1,0,0,0,0,1,1
1201,C00428623,Google Inc,"Royce, Ed",House,R,CA,5000,2018,8,1,0,0,1,0,0,0,1,1
1202,C00428623,Google Inc,"Ruiz, Raul",House,D,CA,4000,2018,8,1,0,1,0,0,0,0,1,1
1203,C00428623,Google Inc,"Rush, Bobby L",House,D,IL,3000,2018,8,1,0,1,0,0,1,0,0,1
1204,C00428623,Google Inc,"Rutherford, John",House,R,FL,2000,2018,8,1,0,0,1,0,0,1,0,1
1205,C00428623,Google Inc,"Ryan, Paul",House,R,WI,5000,2018,8,1,0,0,1,0,1,0,0,1
1206,C00428623,Google Inc,"Ryan, Tim",House,D,OH,1000,2018,8,1,0,1,0,0,1,0,0,1
1207,C00428623,Google Inc,"Sanchez, Linda",House,D,CA,4500,2018,8,1,0,1,0,0,0,0,1,1
1208,C00428623,Google Inc,"Sanford, Mark",House,R,SC,3000,2018,8,1,0,0,1,0,0,1,0,1
1209,C00428623,Google Inc,"Scalise, Steve",House,R,LA,10000,2018,8,1,0,0,1,0,0,1,0,1
1210,C00428623,Google Inc,"Schakowsky, Jan",House,D,IL,3000,2018,8,1,0,1,0,0,1,0,0,1
1211,C00428623,Google Inc,"Schiff, Adam",House,D,CA,5000,2018,8,1,0,1,0,0,0,0,1,1
1212,C00428623,Google Inc,"Schneider, Brad",House,D,IL,4000,2018,8,1,0,1,0,0,1,0,0,1
1213,C00428623,Google Inc,"Schrader, Kurt",House,D,OR,4000,2018,8,1,0,1,0,0,0,0,1,1
1214,C00428623,Google Inc,"Schultz, Debbie Wasserman",House,D,FL,4000,2018,8,1,0,1,0,0,0,1,0,1
1215,C00428623,Google Inc,"Schweikert, David",House,R,AZ,2000,2018,8,1,0,0,1,0,0,0,1,1
1216,C00428623,Google Inc,"Scott, Bobby",House,D,VA,2000,2018,8,1,0,1,0,0,0,1,0,1
1217,C00428623,Google Inc,"Sensenbrenner, Jim",House,R,WI,10000,2018,8,1,0,0,1,0,1,0,0,1
1218,C00428623,Google Inc,"Sessions, Pete",House,R,TX,5000,2018,8,1,0,0,1,0,0,1,0,1
1219,C00428623,Google Inc,"Sewell, Terri A",House,D,AL,3000,2018,8,1,0,1,0,0,0,1,0,1
1220,C00428623,Google Inc,"Shimkus, John",House,R,IL,7000,2018,8,1,0,0,1,0,1,0,0,1
1221,C00428623,Google Inc,"Shuster, Bill",House,R,PA,5000,2018,8,1,0,0,1,1,0,0,0,1
1222,C00428623,Google Inc,"Simpson, Mike",House,R,ID,2000,2018,8,1,0,0,1,0,0,0,1,1
1223,C00428623,Google Inc,"Slaughter, Louise M",House,D,NY,2000,2018,8,1,0,1,0,1,0,0,0,1
1224,C00428623,Google Inc,"Smith, Adam",House,D,WA,2000,2018,8,1,0,1,0,0,0,0,1,1
1225,C00428623,Google Inc,"Smith, Adrian",House,R,NE,2000,2018,8,1,0,0,1,0,1,0,0,1
1226,C00428623,Google Inc,"Smith, Jason",House,R,MO,2000,2018,8,1,0,0,1,0,1,0,0,1
1227,C00428623,Google Inc,"Smucker, Lloyd",House,R,PA,2000,2018,8,1,0,0,1,1,0,0,0,1
1228,C00428623,Google Inc,"Soto, Darren",House,D,FL,1000,2018,8,1,0,1,0,0,0,1,0,1
1229,C00428623,Google Inc,"Speier, Jackie",House,D,CA,3000,2018,8,1,0,1,0,0,0,0,1,1
1230,C00428623,Google Inc,"Stefanik, Elise",House,R,NY,4000,2018,8,1,0,0,1,1,0,0,0,1
1231,C00428623,Google Inc,"Stewart, Chris",House,R,UT,2000,2018,8,1,0,0,1,0,0,0,1,1
1232,C00428623,Google Inc,"Stivers, Steve",House,R,OH,10000,2018,8,1,0,0,1,0,1,0,0,1
1233,C00428623,Google Inc,"Suozzi, Tom",House,D,NY,2000,2018,8,1,0,1,0,1,0,0,0,1
1234,C00428623,Google Inc,"Swalwell, Eric",House,D,CA,4000,2018,8,1,0,1,0,0,0,0,1,1
1235,C00428623,Google Inc,"Takano, Mark",House,D,CA,2000,2018,8,1,0,1,0,0,0,0,1,1
1236,C00428623,Google Inc,"Taylor, Scott",House,R,VA,2000,2018,8,1,0,0,1,0,0,1,0,1
1237,C00428623,Google Inc,"Tenney, Claudia",House,R,NY,2000,2018,8,1,0,0,1,1,0,0,0,1
1238,C00428623,Google Inc,"Thompson, Bennie G",House,D,MS,2000,2018,8,1,0,1,0,0,0,1,0,1
1239,C00428623,Google Inc,"Thompson, Mike",House,D,CA,3500,2018,8,1,0,1,0,0,0,0,1,1
1240,C00428623,Google Inc,"Thornberry, Mac",House,R,TX,7500,2018,8,1,0,0,1,0,0,1,0,1
1241,C00428623,Google Inc,"Tonko, Paul",House,D,NY,4000,2018,8,1,0,1,0,1,0,0,0,1
1242,C00428623,Google Inc,"Torres, Norma",House,D,CA,1000,2018,8,1,0,1,0,0,0,0,1,1
1243,C00428623,Google Inc,"Turner, Michael R",House,R,OH,2000,2018,8,1,0,0,1,0,1,0,0,1
1244,C00428623,Google Inc,"Upton, Fred",House,R,MI,5000,2018,8,1,0,0,1,0,1,0,0,1
1245,C00428623,Google Inc,"Valadao, David",House,R,CA,4000,2018,8,1,0,0,1,0,0,0,1,1
1246,C00428623,Google Inc,"Vargas, Juan",House,D,CA,2000,2018,8,1,0,1,0,0,0,0,1,1
1247,C00428623,Google Inc,"Veasey, Marc",House,D,TX,3000,2018,8,1,0,1,0,0,0,1,0,1
1248,C00428623,Google Inc,"Vela, Filemon",House,D,TX,1000,2018,8,1,0,1,0,0,0,1,0,1
1249,C00428623,Google Inc,"Velazquez, Nydia M",House,D,NY,1000,2018,8,1,0,1,0,1,0,0,0,1
1250,C00428623,Google Inc,"Walberg, Tim",House,R,MI,2000,2018,8,1,0,0,1,0,1,0,0,1
1251,C00428623,Google Inc,"Walden, Greg",House,R,OR,7500,2018,8,1,0,0,1,0,0,0,1,1
1252,C00428623,Google Inc,"Walker, Mark",House,R,NC,5000,2018,8,1,0,0,1,0,0,1,0,1
1253,C00428623,Google Inc,"Walorski, Jackie",House,R,IN,2000,2018,8,1,0,0,1,0,1,0,0,1
1254,C00428623,Google Inc,"Walters, Mimi",House,R,CA,4000,2018,8,1,0,0,1,0,0,0,1,1
1255,C00428623,Google Inc,"Waters, Maxine",House,D,CA,2000,2018,8,1,0,1,0,0,0,0,1,1
1256,C00428623,Google Inc,"Weber, Randy",House,R,TX,2000,2018,8,1,0,0,1,0,0,1,0,1
1257,C00428623,Google Inc,"Welch, Peter",House,D,VT,5000,2018,8,1,0,1,0,1,0,0,0,1
1258,C00428623,Google Inc,"Westerman, Bruce",House,R,AR,2000,2018,8,1,0,0,1,0,0,1,0,1
1259,C00428623,Google Inc,"Womack, Steve",House,R,AR,2000,2018,8,1,0,0,1,0,0,1,0,1
1260,C00428623,Google Inc,"Woodall, Rob",House,R,GA,2000,2018,8,1,0,0,1,0,0,1,0,1
1261,C00428623,Google Inc,"Yarmuth, John A",House,D,KY,3000,2018,8,1,0,1,0,0,0,1,0,1
1262,C00428623,Google Inc,"Yoder, Kevin",House,R,KS,10000,2018,8,1,0,0,1,0,1,0,0,1
1263,C00428623,Google Inc,"Young, David",House,R,IA,7000,2018,8,1,0,0,1,0,1,0,0,1
1264,C00428623,Google Inc,"Baldwin, Tammy",Senate,D,WI,5000,2018,8,0,1,1,0,0,1,0,0,1
1265,C00428623,Google Inc,"Barrasso, John A",Senate,R,WY,10000,2018,8,0,1,0,1,0,0,0,1,1
1266,C00428623,Google Inc,"Brown, Sherrod",Senate,D,OH,5000,2018,8,0,1,1,0,0,1,0,0,1
1267,C00428623,Google Inc,"Cardin, Ben",Senate,D,MD,5000,2018,8,0,1,1,0,0,0,1,0,1
1268,C00428623,Google Inc,"Carper, Tom",Senate,D,DE,6000,2018,8,0,1,1,0,0,0,1,0,1
1269,C00428623,Google Inc,"Casey, Bob",Senate,D,PA,2500,2018,8,0,1,1,0,1,0,0,0,1
1270,C00428623,Google Inc,"Cruz, Ted",Senate,R,TX,6000,2018,8,0,1,0,1,0,0,1,0,1
1271,C00428623,Google Inc,"Daines, Steven",Senate,R,MT,2000,2018,8,0,1,0,1,0,0,0,1,1
1272,C00428623,Google Inc,"Donnelly, Joe",Senate,D,IN,7000,2018,8,0,1,1,0,0,1,0,0,1
1273,C00428623,Google Inc,"Feinstein, Dianne",Senate,D,CA,2500,2018,8,0,1,1,0,0,0,0,1,1
1274,C00428623,Google Inc,"Fischer, Deb",Senate,R,NE,7500,2018,8,0,1,0,1,0,1,0,0,1
1275,C00428623,Google Inc,"Flake, Jeff",Senate,R,AZ,1500,2018,8,0,1,0,1,0,0,0,1,1
1276,C00428623,Google Inc,"Franken, Al",Senate,D,MN,0,2018,8,0,1,1,0,0,1,0,0,1
1277,C00428623,Google Inc,"Graham, Lindsey",Senate,R,SC,1000,2018,8,0,1,0,1,0,0,1,0,1
1278,C00428623,Google Inc,"Heinrich, Martin",Senate,D,NM,4500,2018,8,0,1,1,0,0,0,0,1,1
1279,C00428623,Google Inc,"Heitkamp, Heidi",Senate,D,ND,6000,2018,8,0,1,1,0,0,1,0,0,1
1280,C00428623,Google Inc,"Heller, Dean",Senate,R,NV,4000,2018,8,0,1,0,1,0,0,0,1,1
1281,C00428623,Google Inc,"Hirono, Mazie K",Senate,D,HI,6000,2018,8,0,1,1,0,0,0,0,0,1
1282,C00428623,Google Inc,"Hyde-Smith, Cindy",Senate,R,MS,5000,2018,8,0,1,0,1,0,0,1,0,1
1283,C00428623,Google Inc,"Inhofe, James M",Senate,R,OK,1000,2018,8,0,1,0,1,0,0,1,0,1
1284,C00428623,Google Inc,"Isakson, Johnny",Senate,R,GA,1000,2018,8,0,1,0,1,0,0,1,0,1
1285,C00428623,Google Inc,"Johnson, Ron",Senate,R,WI,1000,2018,8,0,1,0,1,0,1,0,0,1
1286,C00428623,Google Inc,"Kaine, Tim",Senate,D,VA,9500,2018,8,0,1,1,0,0,0,1,0,1
1287,C00428623,Google Inc,"King, Angus",Senate,I,ME,5000,2018,8,0,1,0,0,1,0,0,0,1
1288,C00428623,Google Inc,"Klobuchar, Amy",Senate,D,MN,4000,2018,8,0,1,1,0,0,1,0,0,1
1289,C00428623,Google Inc,"Leahy, Patrick",Senate,D,VT,1000,2018,8,0,1,1,0,1,0,0,0,1
1290,C00428623,Google Inc,"Lee, Mike",Senate,R,UT,1000,2018,8,0,1,0,1,0,0,0,1,1
1291,C00428623,Google Inc,"Manchin, Joe",Senate,D,WV,5000,2018,8,0,1,1,0,0,0,1,0,1
1292,C00428623,Google Inc,"Masto, Catherine Cortez",Senate,D,NV,1000,2018,8,0,1,1,0,0,0,0,1,1
1293,C00428623,Google Inc,"McCaskill, Claire",Senate,D,MO,4000,2018,8,0,1,1,0,0,1,0,0,1
1294,C00428623,Google Inc,"McConnell, Mitch",Senate,R,KY,1000,2018,8,0,1,0,1,0,0,1,0,1
1295,C00428623,Google Inc,"McSally, Martha",Senate,R,AZ,1000,2018,8,0,1,0,1,0,0,0,1,1
1296,C00428623,Google Inc,"Murkowski, Lisa",Senate,R,AK,1000,2018,8,0,1,0,1,0,0,0,0,1
1297,C00428623,Google Inc,"Murphy, Christopher S",Senate,D,CT,5322,2018,8,0,1,1,0,1,0,0,0,1
1298,C00428623,Google Inc,"Murray, Patty",Senate,D,WA,2000,2018,8,0,1,1,0,0,0,0,1,1
1299,C00428623,Google Inc,"Nelson, Bill",Senate,D,FL,4500,2018,8,0,1,1,0,0,0,1,0,1
1300,C00428623,Google Inc,"Paul, Rand",Senate,R,KY,10000,2018,8,0,1,0,1,0,0,1,0,1
1301,C00428623,Google Inc,"Risch, James E",Senate,R,ID,1000,2018,8,0,1,0,1,0,0,0,1,1
1302,C00428623,Google Inc,"Rounds, Mike",Senate,R,SD,1000,2018,8,0,1,0,1,0,1,0,0,1
1303,C00428623,Google Inc,"Rubio, Marco",Senate,R,FL,1500,2018,8,0,1,0,1,0,0,1,0,1
1304,C00428623,Google Inc,"Sasse, Ben",Senate,R,NE,3000,2018,8,0,1,0,1,0,1,0,0,1
1305,C00428623,Google Inc,"Schatz, Brian",Senate,D,HI,1000,2018,8,0,1,1,0,0,0,0,0,1
1306,C00428623,Google Inc,"Scott, Tim",Senate,R,SC,1500,2018,8,0,1,0,1,0,0,1,0,1
1307,C00428623,Google Inc,"Shaheen, Jeanne",Senate,D,NH,2000,2018,8,0,1,1,0,1,0,0,0,1
1308,C00428623,Google Inc,"Sinema, Kyrsten",Senate,D,AZ,3000,2018,8,0,1,1,0,0,0,0,1,1
1309,C00428623,Google Inc,"Smith, Tina",Senate,D,MN,2000,2018,8,0,1,1,0,0,1,0,0,1
1310,C00428623,Google Inc,"Stabenow, Debbie",Senate,D,MI,6000,2018,8,0,1,1,0,0,1,0,0,1
1311,C00428623,Google Inc,"Tester, Jon",Senate,D,MT,6000,2018,8,0,1,1,0,0,0,0,1,1
1312,C00428623,Google Inc,"Udall, Tom",Senate,D,NM,1000,2018,8,0,1,1,0,0,0,0,1,1
1313,C00428623,Google Inc,"Van Hollen, Chris",Senate,D,MD,1500,2018,8,0,1,1,0,0,0,1,0,1
1314,C00428623,Google Inc,"Whitehouse, Sheldon",Senate,D,RI,5000,2018,8,0,1,1,0,1,0,0,0,1
1315,C00428623,Google Inc,"Wicker, Roger",Senate,R,MS,2500,2018,8,0,1,0,1,0,0,1,0,1
1316,C00428623,Google Inc,"Wyden, Ron",Senate,D,OR,1000,2018,8,0,1,1,0,0,0,0,1,1
1317,C00428623,Google Inc,"Klobuchar, Amy",Presidential,D,,500,2020,10,0,0,1,0,0,0,0,0,1
1318,C00428623,Google Inc,"Aguilar, Pete",House,D,CA,4000,2020,10,1,0,1,0,0,0,0,1,1
1319,C00428623,Google Inc,"Arrington, Jodey",House,R,TX,2000,2020,10,1,0,0,1,0,0,1,0,1
1320,C00428623,Google Inc,"Bacon, Donald John",House,R,NE,2500,2020,10,1,0,0,1,0,1,0,0,1
1321,C00428623,Google Inc,"Barr, Andy",House,R,KY,1000,2020,10,1,0,0,1,0,0,1,0,1
1322,C00428623,Google Inc,"Barragan, Nanette",House,D,CA,2000,2020,10,1,0,1,0,0,0,0,1,1
1323,C00428623,Google Inc,"Bass, Karen",House,D,CA,4500,2020,10,1,0,1,0,0,0,0,1,1
1324,C00428623,Google Inc,"Beatty, Joyce",House,D,OH,1000,2020,10,1,0,1,0,0,1,0,0,1
1325,C00428623,Google Inc,"Bera, Ami",House,D,CA,2000,2020,10,1,0,1,0,0,0,0,1,1
1326,C00428623,Google Inc,"Bilirakis, Gus",House,R,FL,1000,2020,10,1,0,0,1,0,0,1,0,1
1327,C00428623,Google Inc,"Bonamici, Suzanne",House,D,OR,1000,2020,10,1,0,1,0,0,0,0,1,1
1328,C00428623,Google Inc,"Boyle, Brendan",House,D,PA,2500,2020,10,1,0,1,0,1,0,0,0,1
1329,C00428623,Google Inc,"Brady, Kevin",House,R,TX,10000,2020,10,1,0,0,1,0,0,1,0,1
1330,C00428623,Google Inc,"Brooks, Susan",House,R,IN,1000,2020,10,1,0,0,1,0,1,0,0,1
1331,C00428623,Google Inc,"Buchanan, Vernon",House,R,FL,3000,2020,10,1,0,0,1,0,0,1,0,1
1332,C00428623,Google Inc,"Buck, Ken",House,R,CO,2500,2020,10,1,0,0,1,0,0,0,1,1
1333,C00428623,Google Inc,"Bucshon, Larry",House,R,IN,2500,2020,10,1,0,0,1,0,1,0,0,1
1334,C00428623,Google Inc,"Budd, Ted",House,R,NC,1000,2020,10,1,0,0,1,0,0,1,0,1
1335,C00428623,Google Inc,"Burgess, Michael",House,R,TX,2500,2020,10,1,0,0,1,0,0,1,0,1
1336,C00428623,Google Inc,"Butterfield, G K",House,D,NC,500,2020,10,1,0,1,0,0,0,1,0,1
1337,C00428623,Google Inc,"Cardenas, Tony",House,D,CA,1000,2020,10,1,0,1,0,0,0,0,1,1
1338,C00428623,Google Inc,"Carter, Buddy",House,R,GA,1000,2020,10,1,0,0,1,0,0,1,0,1
1339,C00428623,Google Inc,"Cartwright, Matt",House,D,PA,1000,2020,10,1,0,1,0,1,0,0,0,1
1340,C00428623,Google Inc,"Casten, Sean",House,D,IL,1000,2020,10,1,0,1,0,0,1,0,0,1
1341,C00428623,Google Inc,"Castor, Kathy",House,D,FL,5000,2020,10,1,0,1,0,0,0,1,0,1
1342,C00428623,Google Inc,"Chabot, Steve",House,R,OH,10000,2020,10,1,0,0,1,0,1,0,0,1
1343,C00428623,Google Inc,"Cheney, Liz",House,R,WY,2000,2020,10,1,0,0,1,0,0,0,1,1
1344,C00428623,Google Inc,"Chu, Judy",House,D,CA,2500,2020,10,1,0,1,0,0,0,0,1,1
1345,C00428623,Google Inc,"Clark, Katherine",House,D,MA,2500,2020,10,1,0,1,0,1,0,0,0,1
1346,C00428623,Google Inc,"Clarke, Yvette D",House,D,NY,2000,2020,10,1,0,1,0,1,0,0,0,1
1347,C00428623,Google Inc,"Cleaver, Emanuel",House,D,MO,1000,2020,10,1,0,1,0,0,1,0,0,1
1348,C00428623,Google Inc,"Cline, Ben",House,R,VA,1000,2020,10,1,0,0,1,0,0,1,0,1
1349,C00428623,Google Inc,"Clyburn, James E",House,D,SC,2500,2020,10,1,0,1,0,0,0,1,0,1
1350,C00428623,Google Inc,"Cohen, Steve",House,D,TN,1000,2020,10,1,0,1,0,0,0,1,0,1
1351,C00428623,Google Inc,"Cole, Tom",House,R,OK,2500,2020,10,1,0,0,1,0,0,1,0,1
1352,C00428623,Google Inc,"Conaway, Mike",House,R,TX,2500,2020,10,1,0,0,1,0,0,1,0,1
1353,C00428623,Google Inc,"Connolly, Gerry",House,D,VA,2000,2020,10,1,0,1,0,0,0,1,0,1
1354,C00428623,Google Inc,"Conyers, John Jr",House,D,MI,1000,2020,10,1,0,1,0,0,1,0,0,1
1355,C00428623,Google Inc,"Cooper, Jim",House,D,TN,1000,2020,10,1,0,1,0,0,0,1,0,1
1356,C00428623,Google Inc,"Craig, Angie",House,D,MN,1000,2020,10,1,0,1,0,0,1,0,0,1
1357,C00428623,Google Inc,"Crowley, Joseph",House,D,NY,5000,2020,10,1,0,1,0,1,0,0,0,1
1358,C00428623,Google Inc,"Curtis, John",House,R,UT,2500,2020,10,1,0,0,1,0,0,0,1,1
1359,C00428623,Google Inc,"Davis, Danny K",House,D,IL,2500,2020,10,1,0,1,0,0,1,0,0,1
1360,C00428623,Google Inc,"Davis, Rodney",House,R,IL,4000,2020,10,1,0,0,1,0,1,0,0,1
1361,C00428623,Google Inc,"Dean, Madeleine",House,D,PA,1000,2020,10,1,0,1,0,1,0,0,0,1
1362,C00428623,Google Inc,"DeGette, Diana",House,D,CO,2500,2020,10,1,0,1,0,0,0,0,1,1
1363,C00428623,Google Inc,"DelBene, Suzan",House,D,WA,2500,2020,10,1,0,1,0,0,0,0,1,1
1364,C00428623,Google Inc,"Demings, Val",House,D,FL,1000,2020,10,1,0,1,0,0,0,1,0,1
1365,C00428623,Google Inc,"Deutch, Ted",House,D,FL,1000,2020,10,1,0,1,0,0,0,1,0,1
1366,C00428623,Google Inc,"Dingell, Debbie",House,D,MI,1000,2020,10,1,0,1,0,0,1,0,0,1
1367,C00428623,Google Inc,"Doggett, Lloyd",House,D,TX,2500,2020,10,1,0,1,0,0,0,1,0,1
1368,C00428623,Google Inc,"Doyle, Mike",House,D,PA,2500,2020,10,1,0,1,0,1,0,0,0,1
1369,C00428623,Google Inc,"Duncan, Jeff",House,R,SC,10000,2020,10,1,0,0,1,0,0,1,0,1
1370,C00428623,Google Inc,"Emmer, Tom",House,R,MN,8000,2020,10,1,0,0,1,0,1,0,0,1
1371,C00428623,Google Inc,"Engel, Eliot L",House,D,NY,2000,2020,10,1,0,1,0,1,0,0,0,1
1372,C00428623,Google Inc,"Eshoo, Anna",House,D,CA,5000,2020,10,1,0,1,0,0,0,0,1,1
1373,C00428623,Google Inc,"Estes, Ron",House,R,KS,8000,2020,10,1,0,0,1,0,1,0,0,1
1374,C00428623,Google Inc,"Evans, Dwight",House,D,PA,2500,2020,10,1,0,1,0,1,0,0,0,1
1375,C00428623,Google Inc,"Ferguson, Drew",House,R,GA,5000,2020,10,1,0,0,1,0,0,1,0,1
